"REF_DATE","GEO","DGUID","Statistics","Characteristics","Income, consumption and savings","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1999","Canada","2016A000011124","Value","All households","Household disposable income","Dollars","81","millions","6","v116885914","1.1.1.1","546261","","","","0"
"1999","Canada","2016A000011124","Value","All households","Compensation of employees","Dollars","81","millions","6","v116885915","1.1.1.2","506817","","","","0"
"1999","Canada","2016A000011124","Value","All households","Net mixed income","Dollars","81","millions","6","v116885916","1.1.1.3","97809","","","","0"
"1999","Canada","2016A000011124","Value","All households","Property income received","Dollars","81","millions","6","v116885917","1.1.1.4","111791","","","","0"
"1999","Canada","2016A000011124","Value","All households","Less: property income paid","Dollars","81","millions","6","v116885918","1.1.1.5","36406","","","","0"
"1999","Canada","2016A000011124","Value","All households","Current transfers received","Dollars","81","millions","6","v116885919","1.1.1.6","129447","","","","0"
"1999","Canada","2016A000011124","Value","All households","Less: current transfers paid","Dollars","81","millions","6","v116885920","1.1.1.7","263197","","","","0"
"1999","Canada","2016A000011124","Value","All households","Social transfers in kind (STiK)","Dollars","81","millions","6","v1059426362","1.1.1.24","140533","","","","0"
"1999","Canada","2016A000011124","Value","All households","Social transfers in kind (STiK): education","Dollars","81","millions","6","v1059426363","1.1.1.25","49473","","","","0"
"1999","Canada","2016A000011124","Value","All households","Social transfers in kind (STiK): health","Dollars","81","millions","6","v1059426364","1.1.1.26","62634","","","","0"
"1999","Canada","2016A000011124","Value","All households","Social transfers in kind (STiK): other","Dollars","81","millions","6","v1059426365","1.1.1.27","28426","","","","0"
"1999","Canada","2016A000011124","Value","All households","Adjusted household disposable income","Dollars","81","millions","6","v1059426366","1.1.1.28","686794","","","","0"
"1999","Canada","2016A000011124","Value","All households","Household final consumption expenditure (HFCE)","Dollars","81","millions","6","v116885921","1.1.1.8","553506","","","","0"
"1999","Canada","2016A000011124","Value","All households","Food and non-alcoholic beverages","Dollars","81","millions","6","v116885922","1.1.1.9","53875","","","","0"
"1999","Canada","2016A000011124","Value","All households","Alcoholic beverages and tobacco","Dollars","81","millions","6","v116885923","1.1.1.10","24905","","","","0"
"1999","Canada","2016A000011124","Value","All households","Clothing and footwear","Dollars","81","millions","6","v116885924","1.1.1.11","27682","","","","0"
"1999","Canada","2016A000011124","Value","All households","Housing, water, electricity, gas and other fuels","Dollars","81","millions","6","v116885925","1.1.1.12","127461","","","","0"
"1999","Canada","2016A000011124","Value","All households","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","millions","6","v116885926","1.1.1.13","31904","","","","0"
"1999","Canada","2016A000011124","Value","All households","Health","Dollars","81","millions","6","v116885927","1.1.1.14","18335","","","","0"
"1999","Canada","2016A000011124","Value","All households","Transport","Dollars","81","millions","6","v116885928","1.1.1.15","81881","","","","0"
"1999","Canada","2016A000011124","Value","All households","Communications","Dollars","81","millions","6","v116885929","1.1.1.16","11372","","","","0"
"1999","Canada","2016A000011124","Value","All households","Recreation and culture","Dollars","81","millions","6","v116885930","1.1.1.17","54244","","","","0"
"1999","Canada","2016A000011124","Value","All households","Education","Dollars","81","millions","6","v116885931","1.1.1.18","5618","","","","0"
"1999","Canada","2016A000011124","Value","All households","Food, beverage and accommodation services","Dollars","81","millions","6","v116885932","1.1.1.19","40467","","","","0"
"1999","Canada","2016A000011124","Value","All households","Insurance and financial services","Dollars","81","millions","6","v116885933","1.1.1.20","47414","","","","0"
"1999","Canada","2016A000011124","Value","All households","Miscellaneous goods and services","Dollars","81","millions","6","v116885934","1.1.1.21","28348","","","","0"
"1999","Canada","2016A000011124","Value","All households","Social transfers in kind (STiK)","Dollars","81","millions","6","v1059426367","1.1.1.29","140533","","","","0"
"1999","Canada","2016A000011124","Value","All households","Social transfers in kind (STiK): education","Dollars","81","millions","6","v1059426368","1.1.1.30","49473","","","","0"
"1999","Canada","2016A000011124","Value","All households","Social transfers in kind (STiK): health","Dollars","81","millions","6","v1059426369","1.1.1.31","62634","","","","0"
"1999","Canada","2016A000011124","Value","All households","Social transfers in kind (STiK): other","Dollars","81","millions","6","v1059426370","1.1.1.32","28426","","","","0"
"1999","Canada","2016A000011124","Value","All households","Household actual final consumption","Dollars","81","millions","6","v1059426371","1.1.1.33","694039","","","","0"
"1999","Canada","2016A000011124","Value","All households","Change in pension entitlements","Dollars","81","millions","6","v116885935","1.1.1.22","32055","","","","0"
"1999","Canada","2016A000011124","Value","All households","Household net saving","Dollars","81","millions","6","v116885936","1.1.1.23","24810","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Household disposable income","Dollars","81","millions","6","v1143392179","1.1.2.1","34499","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Compensation of employees","Dollars","81","millions","6","v1143392173","1.1.2.2","16091","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Net mixed income","Dollars","81","millions","6","v1143392174","1.1.2.3","5520","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Property income received","Dollars","81","millions","6","v1143392175","1.1.2.4","3163","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Less: property income paid","Dollars","81","millions","6","v1143392176","1.1.2.5","3899","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Current transfers received","Dollars","81","millions","6","v1143392177","1.1.2.6","23641","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Less: current transfers paid","Dollars","81","millions","6","v1143392178","1.1.2.7","10017","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Social transfers in kind (STiK)","Dollars","81","millions","6","v1143392180","1.1.2.24","25538","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Social transfers in kind (STiK): education","Dollars","81","millions","6","v1143392181","1.1.2.25","9271","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Social transfers in kind (STiK): health","Dollars","81","millions","6","v1143392182","1.1.2.26","10704","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Social transfers in kind (STiK): other","Dollars","81","millions","6","v1143392183","1.1.2.27","5563","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Adjusted household disposable income","Dollars","81","millions","6","v1143392184","1.1.2.28","60037","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Household final consumption expenditure (HFCE)","Dollars","81","millions","6","v1143392198","1.1.2.8","57126","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Food and non-alcoholic beverages","Dollars","81","millions","6","v1143392185","1.1.2.9","7821","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Alcoholic beverages and tobacco","Dollars","81","millions","6","v1143392186","1.1.2.10","2827","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Clothing and footwear","Dollars","81","millions","6","v1143392187","1.1.2.11","2549","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","millions","6","v1143392188","1.1.2.12","15277","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","millions","6","v1143392189","1.1.2.13","3377","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Health","Dollars","81","millions","6","v1143392190","1.1.2.14","2055","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Transport","Dollars","81","millions","6","v1143392191","1.1.2.15","6668","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Communications","Dollars","81","millions","6","v1143392192","1.1.2.16","1658","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Recreation and culture","Dollars","81","millions","6","v1143392193","1.1.2.17","5010","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Education","Dollars","81","millions","6","v1143392194","1.1.2.18","880","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Food, beverage and accommodation services","Dollars","81","millions","6","v1143392195","1.1.2.19","3027","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Insurance and financial services","Dollars","81","millions","6","v1143392196","1.1.2.20","3302","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Miscellaneous goods and services","Dollars","81","millions","6","v1143392197","1.1.2.21","2675","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Social transfers in kind (STiK)","Dollars","81","millions","6","v1143392199","1.1.2.29","25538","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Social transfers in kind (STiK): education","Dollars","81","millions","6","v1143392200","1.1.2.30","9271","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Social transfers in kind (STiK): health","Dollars","81","millions","6","v1143392201","1.1.2.31","10704","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Social transfers in kind (STiK): other","Dollars","81","millions","6","v1143392202","1.1.2.32","5563","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Household actual final consumption","Dollars","81","millions","6","v1143392203","1.1.2.33","82664","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Change in pension entitlements","Dollars","81","millions","6","v1143392204","1.1.2.22","392","","","","0"
"1999","Canada","2016A000011124","Value","Lowest income quintile","Household net saving","Dollars","81","millions","6","v1143392205","1.1.2.23","-22235","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Household disposable income","Dollars","81","millions","6","v1143394027","1.1.3.1","68716","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Compensation of employees","Dollars","81","millions","6","v1143394021","1.1.3.2","45131","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Net mixed income","Dollars","81","millions","6","v1143394022","1.1.3.3","11379","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Property income received","Dollars","81","millions","6","v1143394023","1.1.3.4","7935","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Less: property income paid","Dollars","81","millions","6","v1143394024","1.1.3.5","5545","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Current transfers received","Dollars","81","millions","6","v1143394025","1.1.3.6","30964","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Less: current transfers paid","Dollars","81","millions","6","v1143394026","1.1.3.7","21148","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Social transfers in kind (STiK)","Dollars","81","millions","6","v1143394028","1.1.3.24","30878","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Social transfers in kind (STiK): education","Dollars","81","millions","6","v1143394029","1.1.3.25","10634","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Social transfers in kind (STiK): health","Dollars","81","millions","6","v1143394030","1.1.3.26","14718","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Social transfers in kind (STiK): other","Dollars","81","millions","6","v1143394031","1.1.3.27","5526","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Adjusted household disposable income","Dollars","81","millions","6","v1143394032","1.1.3.28","99594","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Household final consumption expenditure (HFCE)","Dollars","81","millions","6","v1143394046","1.1.3.8","84504","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Food and non-alcoholic beverages","Dollars","81","millions","6","v1143394033","1.1.3.9","10028","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Alcoholic beverages and tobacco","Dollars","81","millions","6","v1143394034","1.1.3.10","4270","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Clothing and footwear","Dollars","81","millions","6","v1143394035","1.1.3.11","4165","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","millions","6","v1143394036","1.1.3.12","20683","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","millions","6","v1143394037","1.1.3.13","4755","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Health","Dollars","81","millions","6","v1143394038","1.1.3.14","3387","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Transport","Dollars","81","millions","6","v1143394039","1.1.3.15","11514","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Communications","Dollars","81","millions","6","v1143394040","1.1.3.16","2015","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Recreation and culture","Dollars","81","millions","6","v1143394041","1.1.3.17","7685","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Education","Dollars","81","millions","6","v1143394042","1.1.3.18","858","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Food, beverage and accommodation services","Dollars","81","millions","6","v1143394043","1.1.3.19","5260","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Insurance and financial services","Dollars","81","millions","6","v1143394044","1.1.3.20","5569","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Miscellaneous goods and services","Dollars","81","millions","6","v1143394045","1.1.3.21","4315","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Social transfers in kind (STiK)","Dollars","81","millions","6","v1143394047","1.1.3.29","30878","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Social transfers in kind (STiK): education","Dollars","81","millions","6","v1143394048","1.1.3.30","10634","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Social transfers in kind (STiK): health","Dollars","81","millions","6","v1143394049","1.1.3.31","14718","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Social transfers in kind (STiK): other","Dollars","81","millions","6","v1143394050","1.1.3.32","5526","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Household actual final consumption","Dollars","81","millions","6","v1143394051","1.1.3.33","115382","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Change in pension entitlements","Dollars","81","millions","6","v1143394052","1.1.3.22","1613","","","","0"
"1999","Canada","2016A000011124","Value","Second income quintile","Household net saving","Dollars","81","millions","6","v1143394053","1.1.3.23","-14175","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Household disposable income","Dollars","81","millions","6","v1143395875","1.1.4.1","95888","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Compensation of employees","Dollars","81","millions","6","v1143395869","1.1.4.2","85888","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Net mixed income","Dollars","81","millions","6","v1143395870","1.1.4.3","16043","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Property income received","Dollars","81","millions","6","v1143395871","1.1.4.4","14843","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Less: property income paid","Dollars","81","millions","6","v1143395872","1.1.4.5","7058","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Current transfers received","Dollars","81","millions","6","v1143395873","1.1.4.6","28305","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Less: current transfers paid","Dollars","81","millions","6","v1143395874","1.1.4.7","42133","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Social transfers in kind (STiK)","Dollars","81","millions","6","v1143395876","1.1.4.24","30139","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Social transfers in kind (STiK): education","Dollars","81","millions","6","v1143395877","1.1.4.25","10872","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Social transfers in kind (STiK): health","Dollars","81","millions","6","v1143395878","1.1.4.26","13511","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Social transfers in kind (STiK): other","Dollars","81","millions","6","v1143395879","1.1.4.27","5756","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Adjusted household disposable income","Dollars","81","millions","6","v1143395880","1.1.4.28","126027","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Household final consumption expenditure (HFCE)","Dollars","81","millions","6","v1143395894","1.1.4.8","106763","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Food and non-alcoholic beverages","Dollars","81","millions","6","v1143395881","1.1.4.9","11176","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Alcoholic beverages and tobacco","Dollars","81","millions","6","v1143395882","1.1.4.10","5195","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Clothing and footwear","Dollars","81","millions","6","v1143395883","1.1.4.11","5109","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","millions","6","v1143395884","1.1.4.12","24445","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","millions","6","v1143395885","1.1.4.13","6037","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Health","Dollars","81","millions","6","v1143395886","1.1.4.14","3720","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Transport","Dollars","81","millions","6","v1143395887","1.1.4.15","16214","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Communications","Dollars","81","millions","6","v1143395888","1.1.4.16","2313","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Recreation and culture","Dollars","81","millions","6","v1143395889","1.1.4.17","10670","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Education","Dollars","81","millions","6","v1143395890","1.1.4.18","1101","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Food, beverage and accommodation services","Dollars","81","millions","6","v1143395891","1.1.4.19","7209","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Insurance and financial services","Dollars","81","millions","6","v1143395892","1.1.4.20","8112","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Miscellaneous goods and services","Dollars","81","millions","6","v1143395893","1.1.4.21","5462","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Social transfers in kind (STiK)","Dollars","81","millions","6","v1143395895","1.1.4.29","30139","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Social transfers in kind (STiK): education","Dollars","81","millions","6","v1143395896","1.1.4.30","10872","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Social transfers in kind (STiK): health","Dollars","81","millions","6","v1143395897","1.1.4.31","13511","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Social transfers in kind (STiK): other","Dollars","81","millions","6","v1143395898","1.1.4.32","5756","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Household actual final consumption","Dollars","81","millions","6","v1143395899","1.1.4.33","136902","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Change in pension entitlements","Dollars","81","millions","6","v1143395900","1.1.4.22","5398","","","","0"
"1999","Canada","2016A000011124","Value","Third income quintile","Household net saving","Dollars","81","millions","6","v1143395901","1.1.4.23","-5477","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Household disposable income","Dollars","81","millions","6","v1143397723","1.1.5.1","127911","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Compensation of employees","Dollars","81","millions","6","v1143397717","1.1.5.2","136198","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Net mixed income","Dollars","81","millions","6","v1143397718","1.1.5.3","20655","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Property income received","Dollars","81","millions","6","v1143397719","1.1.5.4","22973","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Less: property income paid","Dollars","81","millions","6","v1143397720","1.1.5.5","8780","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Current transfers received","Dollars","81","millions","6","v1143397721","1.1.5.6","23863","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Less: current transfers paid","Dollars","81","millions","6","v1143397722","1.1.5.7","66998","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Social transfers in kind (STiK)","Dollars","81","millions","6","v1143397724","1.1.5.24","28460","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Social transfers in kind (STiK): education","Dollars","81","millions","6","v1143397725","1.1.5.25","10419","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Social transfers in kind (STiK): health","Dollars","81","millions","6","v1143397726","1.1.5.26","12075","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Social transfers in kind (STiK): other","Dollars","81","millions","6","v1143397727","1.1.5.27","5966","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Adjusted household disposable income","Dollars","81","millions","6","v1143397728","1.1.5.28","156371","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Household final consumption expenditure (HFCE)","Dollars","81","millions","6","v1143397742","1.1.5.8","126868","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Food and non-alcoholic beverages","Dollars","81","millions","6","v1143397729","1.1.5.9","11422","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Alcoholic beverages and tobacco","Dollars","81","millions","6","v1143397730","1.1.5.10","5729","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Clothing and footwear","Dollars","81","millions","6","v1143397731","1.1.5.11","6309","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","millions","6","v1143397732","1.1.5.12","28369","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","millions","6","v1143397733","1.1.5.13","7332","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Health","Dollars","81","millions","6","v1143397734","1.1.5.14","3996","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Transport","Dollars","81","millions","6","v1143397735","1.1.5.15","20480","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Communications","Dollars","81","millions","6","v1143397736","1.1.5.16","2493","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Recreation and culture","Dollars","81","millions","6","v1143397737","1.1.5.17","12411","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Education","Dollars","81","millions","6","v1143397738","1.1.5.18","1266","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Food, beverage and accommodation services","Dollars","81","millions","6","v1143397739","1.1.5.19","10156","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Insurance and financial services","Dollars","81","millions","6","v1143397740","1.1.5.20","10147","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Miscellaneous goods and services","Dollars","81","millions","6","v1143397741","1.1.5.21","6758","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Social transfers in kind (STiK)","Dollars","81","millions","6","v1143397743","1.1.5.29","28460","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Social transfers in kind (STiK): education","Dollars","81","millions","6","v1143397744","1.1.5.30","10419","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Social transfers in kind (STiK): health","Dollars","81","millions","6","v1143397745","1.1.5.31","12075","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Social transfers in kind (STiK): other","Dollars","81","millions","6","v1143397746","1.1.5.32","5966","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Household actual final consumption","Dollars","81","millions","6","v1143397747","1.1.5.33","155328","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Change in pension entitlements","Dollars","81","millions","6","v1143397748","1.1.5.22","10747","","","","0"
"1999","Canada","2016A000011124","Value","Fourth income quintile","Household net saving","Dollars","81","millions","6","v1143397749","1.1.5.23","11790","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Household disposable income","Dollars","81","millions","6","v1143399571","1.1.6.1","219247","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Compensation of employees","Dollars","81","millions","6","v1143399565","1.1.6.2","223509","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Net mixed income","Dollars","81","millions","6","v1143399566","1.1.6.3","44212","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Property income received","Dollars","81","millions","6","v1143399567","1.1.6.4","62877","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Less: property income paid","Dollars","81","millions","6","v1143399568","1.1.6.5","11124","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Current transfers received","Dollars","81","millions","6","v1143399569","1.1.6.6","22674","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Less: current transfers paid","Dollars","81","millions","6","v1143399570","1.1.6.7","122901","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Social transfers in kind (STiK)","Dollars","81","millions","6","v1143399572","1.1.6.24","25518","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Social transfers in kind (STiK): education","Dollars","81","millions","6","v1143399573","1.1.6.25","8277","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Social transfers in kind (STiK): health","Dollars","81","millions","6","v1143399574","1.1.6.26","11626","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Social transfers in kind (STiK): other","Dollars","81","millions","6","v1143399575","1.1.6.27","5615","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Adjusted household disposable income","Dollars","81","millions","6","v1143399576","1.1.6.28","244765","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Household final consumption expenditure (HFCE)","Dollars","81","millions","6","v1143399590","1.1.6.8","178245","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Food and non-alcoholic beverages","Dollars","81","millions","6","v1143399577","1.1.6.9","13428","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Alcoholic beverages and tobacco","Dollars","81","millions","6","v1143399578","1.1.6.10","6884","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Clothing and footwear","Dollars","81","millions","6","v1143399579","1.1.6.11","9550","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","millions","6","v1143399580","1.1.6.12","38687","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","millions","6","v1143399581","1.1.6.13","10403","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Health","Dollars","81","millions","6","v1143399582","1.1.6.14","5177","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Transport","Dollars","81","millions","6","v1143399583","1.1.6.15","27005","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Communications","Dollars","81","millions","6","v1143399584","1.1.6.16","2893","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Recreation and culture","Dollars","81","millions","6","v1143399585","1.1.6.17","18468","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Education","Dollars","81","millions","6","v1143399586","1.1.6.18","1513","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Food, beverage and accommodation services","Dollars","81","millions","6","v1143399587","1.1.6.19","14815","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Insurance and financial services","Dollars","81","millions","6","v1143399588","1.1.6.20","20284","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Miscellaneous goods and services","Dollars","81","millions","6","v1143399589","1.1.6.21","9138","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Social transfers in kind (STiK)","Dollars","81","millions","6","v1143399591","1.1.6.29","25518","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Social transfers in kind (STiK): education","Dollars","81","millions","6","v1143399592","1.1.6.30","8277","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Social transfers in kind (STiK): health","Dollars","81","millions","6","v1143399593","1.1.6.31","11626","","","","0"
"1999","Canada","2016A000011124","Value","Highest income quintile","Social transfers in kind (STiK): other","Dollars","81","millions","6","v1143399594","1.1.6.32","5615","","","","0"
